Packet Index,Category,Confidence,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6
2346,LABEL_1,0.5434746742248535,2347,76.908246,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2347,LABEL_1,0.5433089137077332,2348,76.922050,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2348,LABEL_1,0.5428440570831299,2349,76.922096,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3434 Ack=55972 Win=514 Len=0
2349,LABEL_1,0.5419241786003113,2350,76.937728,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2350,LABEL_1,0.5432584285736084,2351,77.007908,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2351,LABEL_1,0.5432419180870056,2352,77.033353,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2352,LABEL_1,0.5429571866989136,2353,77.033402,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3434 Ack=56072 Win=513 Len=0
2353,LABEL_1,0.5433779954910278,2354,77.112720,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2354,LABEL_1,0.5434224605560303,2355,77.121676,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2355,LABEL_1,0.543015718460083,2356,77.121709,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3434 Ack=56172 Win=513 Len=0
2356,LABEL_1,0.5426404476165771,2357,77.194115,Alcatel-_80:04:71,LLDP_Multicast,LLDP,60,MA/e8:e7:32:80:04:60 MA/e8:e7:32:80:04:71 120 
2357,LABEL_1,0.5433797240257263,2358,77.228814,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2358,LABEL_1,0.5433140397071838,2359,77.236711,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2359,LABEL_1,0.543100893497467,2360,77.236741,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3434 Ack=56271 Win=512 Len=0
2360,LABEL_1,0.5429237484931946,2361,77.293940,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55978  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
2361,LABEL_1,0.5433282852172852,2362,77.360524,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2362,LABEL_1,0.54329514503479,2363,77.370922,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2363,LABEL_1,0.5429874062538147,2364,77.370969,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3434 Ack=56371 Win=512 Len=0
2364,LABEL_1,0.5433087944984436,2365,77.404767,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2365,LABEL_1,0.5434316992759705,2366,77.412134,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
2366,LABEL_1,0.5432640314102173,2367,77.413798,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2367,LABEL_1,0.5431798100471497,2368,77.459126,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3469 Ack=56475 Win=512 Len=0
2368,LABEL_1,0.5433303117752075,2369,77.502501,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2369,LABEL_1,0.5433057546615601,2370,77.513436,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2370,LABEL_1,0.5430468320846558,2371,77.513481,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3469 Ack=56581 Win=511 Len=0
2371,LABEL_1,0.5432815551757812,2372,77.606944,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2372,LABEL_1,0.5433703064918518,2373,77.620292,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2373,LABEL_1,0.5431233048439026,2374,77.620338,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3469 Ack=56680 Win=511 Len=0
2374,LABEL_1,0.5432636737823486,2375,77.699410,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2375,LABEL_1,0.5431622862815857,2376,77.742403,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3469 Ack=56730 Win=511 Len=0
2376,LABEL_1,0.5433416962623596,2377,77.817150,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2377,LABEL_1,0.5434405207633972,2378,77.822728,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
2378,LABEL_1,0.5433953404426575,2379,77.832183,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2379,LABEL_1,0.5433197617530823,2380,77.846413,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2380,LABEL_1,0.5430496335029602,2381,77.846447,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=56881 Win=510 Len=0
2381,LABEL_1,0.5434750318527222,2382,77.861663,172.31.254.20,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
2382,LABEL_1,0.5433942079544067,2383,77.908703,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2383,LABEL_1,0.5433647632598877,2384,77.918797,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2384,LABEL_1,0.5429709553718567,2385,77.918830,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=56983 Win=510 Len=0
2385,LABEL_1,0.543269693851471,2386,78.006568,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2386,LABEL_1,0.5432214736938477,2387,78.027610,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2387,LABEL_1,0.5430748462677002,2388,78.027660,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57089 Win=515 Len=0
2388,LABEL_1,0.5435284376144409,2389,78.113707,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2389,LABEL_1,0.5433850884437561,2390,78.124506,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2390,LABEL_1,0.5431522727012634,2391,78.124536,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57189 Win=514 Len=0
2391,LABEL_1,0.543316125869751,2392,78.203650,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2392,LABEL_1,0.5433012247085571,2393,78.216574,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2393,LABEL_1,0.5431271195411682,2394,78.216636,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57289 Win=514 Len=0
2394,LABEL_1,0.543266236782074,2395,78.342581,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2395,LABEL_1,0.5434757471084595,2396,78.346222,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2396,LABEL_1,0.5432634949684143,2397,78.346252,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57388 Win=514 Len=0
2397,LABEL_1,0.5432849526405334,2398,78.403028,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2398,LABEL_1,0.543257474899292,2399,78.410249,172.31.254.61,3.164.240.43,TCP,55,[TCP Keep-Alive] 55817  >  443 [ACK] Seq=1 Ack=1 Win=9350 Len=1
2399,LABEL_1,0.5435361266136169,2400,78.415284,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2400,LABEL_1,0.5431969165802002,2401,78.415319,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57488 Win=513 Len=0
2401,LABEL_1,0.5432469844818115,2402,78.503590,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2402,LABEL_1,0.5432679653167725,2403,78.516668,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2403,LABEL_1,0.5431587100028992,2404,78.516713,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57592 Win=513 Len=0
2404,LABEL_1,0.543266773223877,2405,78.520447,3.164.240.43,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55817 [ACK] Seq=1 Ack=2 Win=258 Len=0 SLE=1 SRE=2
2405,LABEL_1,0.5433241128921509,2406,78.607539,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2406,LABEL_1,0.5433362126350403,2407,78.616275,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2407,LABEL_1,0.5430448651313782,2408,78.616323,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57698 Win=512 Len=0
2408,LABEL_1,0.5433516502380371,2409,78.726548,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2409,LABEL_1,0.5432345271110535,2410,78.739885,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2410,LABEL_1,0.5430319905281067,2411,78.739912,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57797 Win=512 Len=0
2411,LABEL_1,0.5432131886482239,2412,78.794086,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2412,LABEL_1,0.54331374168396,2413,78.805340,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2413,LABEL_1,0.5430516004562378,2414,78.805372,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57896 Win=512 Len=0
2414,LABEL_1,0.5435872077941895,2415,78.876884,172.31.254.20,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
2415,LABEL_1,0.5432523488998413,2416,78.896102,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2416,LABEL_1,0.5434116721153259,2417,78.908292,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2417,LABEL_1,0.5431432723999023,2418,78.908320,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=57997 Win=511 Len=0
2418,LABEL_1,0.5419007539749146,2419,78.937783,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2419,LABEL_1,0.5433175563812256,2420,78.994840,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2420,LABEL_1,0.5432040691375732,2421,79.007850,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2421,LABEL_1,0.5430089235305786,2422,79.007881,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58100 Win=511 Len=0
2422,LABEL_1,0.5433627963066101,2423,79.094223,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2423,LABEL_1,0.543550431728363,2424,79.105128,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2424,LABEL_1,0.5432140231132507,2425,79.105158,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58206 Win=510 Len=0
2425,LABEL_1,0.5434808135032654,2426,79.191627,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2426,LABEL_1,0.5432808995246887,2427,79.204350,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2427,LABEL_1,0.5431593060493469,2428,79.204388,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58305 Win=510 Len=0
2428,LABEL_1,0.5434549450874329,2429,79.241975,172.31.254.61,79.133.170.5,TLSv1.2,132,Application Data
2429,LABEL_1,0.5432789921760559,2430,79.242020,172.31.254.61,79.133.170.5,TLSv1.2,258,Application Data
2430,LABEL_1,0.5432273745536804,2431,79.281508,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2431,LABEL_1,0.5432836413383484,2432,79.293509,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2432,LABEL_1,0.5430232286453247,2433,79.293552,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58407 Win=510 Len=0
2433,LABEL_1,0.5433892607688904,2434,79.318931,79.133.170.5,172.31.254.61,TCP,60,443  >  55938 [ACK] Seq=533 Ack=484 Win=63979 Len=0
2434,LABEL_1,0.5432501435279846,2435,79.319067,79.133.170.5,172.31.254.61,TLSv1.2,109,Application Data
2435,LABEL_1,0.5435605645179749,2436,79.319321,79.133.170.5,172.31.254.61,TLSv1.2,379,Application Data
2436,LABEL_1,0.543380856513977,2437,79.319344,172.31.254.61,79.133.170.5,TCP,54,55938  >  443 [ACK] Seq=484 Ack=913 Win=64045 Len=0
2437,LABEL_1,0.5432236790657043,2438,79.385279,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2438,LABEL_1,0.5431514978408813,2439,79.440451,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58457 Win=515 Len=0
2439,LABEL_1,0.5414902567863464,2440,79.485970,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
2440,LABEL_1,0.5432788133621216,2441,79.487004,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2441,LABEL_1,0.5434060096740723,2442,79.500582,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2442,LABEL_1,0.5430981516838074,2443,79.500624,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58560 Win=514 Len=0
2443,LABEL_1,0.5432692766189575,2444,79.574200,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2444,LABEL_1,0.5433309078216553,2445,79.590833,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2445,LABEL_1,0.5429500341415405,2446,79.590867,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58666 Win=514 Len=0
2446,LABEL_1,0.5433551073074341,2447,79.674731,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2447,LABEL_1,0.5432677268981934,2448,79.686620,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2448,LABEL_1,0.5430008769035339,2449,79.686657,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58765 Win=514 Len=0
2449,LABEL_1,0.5432998538017273,2450,79.781551,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2450,LABEL_1,0.5432947874069214,2451,79.788025,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2451,LABEL_1,0.5430498719215393,2452,79.788039,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58864 Win=513 Len=0
2452,LABEL_1,0.5432326197624207,2453,79.889948,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2453,LABEL_1,0.543200671672821,2454,79.902254,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2454,LABEL_1,0.5430318117141724,2455,79.902299,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=58964 Win=513 Len=0
2455,LABEL_1,0.5432856678962708,2456,79.977021,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2456,LABEL_1,0.5432474613189697,2457,79.989753,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2457,LABEL_1,0.5431597232818604,2458,79.989780,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59067 Win=512 Len=0
2458,LABEL_1,0.5430037379264832,2459,79.990583,172.31.254.61,79.133.169.5,TCP,55,[TCP Keep-Alive] 55931  >  443 [ACK] Seq=1 Ack=1 Win=65217 Len=1
2459,LABEL_1,0.5430747866630554,2460,80.058522,172.31.254.61,64.233.164.95,TCP,55,[TCP Keep-Alive] 55909  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1
2460,LABEL_1,0.5432748198509216,2461,80.124398,172.31.254.61,3.164.240.129,TCP,55,[TCP Keep-Alive] 55874  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1
2461,LABEL_1,0.5433827042579651,2462,80.142794,64.233.164.95,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55909 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2
2462,LABEL_1,0.5433064699172974,2463,80.235495,3.164.240.129,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55874 [ACK] Seq=1 Ack=2 Win=135 Len=0 SLE=1 SRE=2
2463,LABEL_1,0.5432336926460266,2464,80.360598,172.31.254.61,146.75.120.176,TCP,55,[TCP Keep-Alive] 55875  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1
2464,LABEL_1,0.5432660579681396,2465,80.470610,146.75.120.176,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55875 [ACK] Seq=1 Ack=2 Win=292 Len=0 SLE=1 SRE=2
2465,LABEL_1,0.5435455441474915,2466,80.663658,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2466,LABEL_1,0.5433857440948486,2467,80.687668,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2467,LABEL_1,0.5431936383247375,2468,80.687721,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59174 Win=512 Len=0
2468,LABEL_1,0.5432803630828857,2469,80.703159,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2469,LABEL_1,0.5432028770446777,2470,80.711340,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2470,LABEL_1,0.5432355403900146,2471,80.711384,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59274 Win=512 Len=0
2471,LABEL_1,0.5432392954826355,2472,80.728509,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2472,LABEL_1,0.5433053970336914,2473,80.745187,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2473,LABEL_1,0.5432497262954712,2474,80.745224,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59374 Win=511 Len=0
2474,LABEL_1,0.5433041453361511,2475,80.757339,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2475,LABEL_1,0.5434126853942871,2476,80.774189,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2476,LABEL_1,0.543247401714325,2477,80.774225,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59475 Win=511 Len=0
2477,LABEL_1,0.5432670712471008,2478,80.796083,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2478,LABEL_1,0.543435275554657,2479,80.817130,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2479,LABEL_1,0.5431430339813232,2480,80.817176,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59579 Win=510 Len=0
2480,LABEL_1,0.5433088541030884,2481,80.832299,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2481,LABEL_1,0.5432024002075195,2482,80.851723,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2482,LABEL_1,0.542945146560669,2483,80.851761,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59686 Win=510 Len=0
2483,LABEL_1,0.5433620810508728,2484,80.868253,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2484,LABEL_1,0.543296754360199,2485,80.878916,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2485,LABEL_1,0.5429736375808716,2486,80.878939,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59794 Win=510 Len=0
2486,LABEL_1,0.5433235168457031,2487,80.896520,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2487,LABEL_1,0.5433347821235657,2488,80.910356,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2488,LABEL_1,0.5431536436080933,2489,80.910397,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=59896 Win=515 Len=0
2489,LABEL_1,0.543202817440033,2490,80.928203,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2490,LABEL_1,0.541815459728241,2491,80.937888,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2491,LABEL_1,0.5432909727096558,2492,80.964237,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2492,LABEL_1,0.5432753562927246,2493,80.964287,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60002 Win=514 Len=0
2493,LABEL_1,0.5432385206222534,2494,80.974783,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2494,LABEL_1,0.5431485772132874,2495,81.025532,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60053 Win=514 Len=0
2495,LABEL_1,0.5433123111724854,2496,81.055346,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2496,LABEL_1,0.5433771014213562,2497,81.067214,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2497,LABEL_1,0.5432403087615967,2498,81.067263,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60156 Win=514 Len=0
2498,LABEL_1,0.5433754920959473,2499,81.163735,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2499,LABEL_1,0.5436011552810669,2500,81.168862,104.18.26.90,172.31.254.61,TLSv1.2,112,Application Data
2500,LABEL_1,0.5432941317558289,2501,81.168876,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60268 Win=513 Len=0
2501,LABEL_1,0.5432358384132385,2502,81.261446,172.31.254.61,3.164.240.121,TCP,55,[TCP Keep-Alive] 55920  >  443 [ACK] Seq=1 Ack=1 Win=9345 Len=1
2502,LABEL_1,0.543295681476593,2503,81.352461,104.18.26.90,172.31.254.61,TLSv1.2,113,Application Data
2503,LABEL_1,0.5433064699172974,2504,81.364763,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2504,LABEL_1,0.5431100726127625,2505,81.364806,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60379 Win=513 Len=0
2505,LABEL_1,0.5432000756263733,2506,81.374027,3.164.240.121,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55920 [ACK] Seq=1 Ack=2 Win=136 Len=0 SLE=1 SRE=2
2506,LABEL_1,0.5432746410369873,2507,81.375064,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2507,LABEL_1,0.54334557056427,2508,81.385691,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2508,LABEL_1,0.5431360602378845,2509,81.385713,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60480 Win=513 Len=0
2509,LABEL_1,0.543225884437561,2510,81.449724,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2510,LABEL_1,0.5431167483329773,2511,81.492436,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60533 Win=512 Len=0
2511,LABEL_1,0.5432500839233398,2512,81.547293,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2512,LABEL_1,0.5433492660522461,2513,81.558247,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2513,LABEL_1,0.5431642532348633,2514,81.558276,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60636 Win=512 Len=0
2514,LABEL_1,0.5432770252227783,2515,81.647374,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2515,LABEL_1,0.5433562994003296,2516,81.656699,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2516,LABEL_1,0.5432107448577881,2517,81.656727,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60739 Win=512 Len=0
2517,LABEL_1,0.5432376265525818,2518,81.748009,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2518,LABEL_1,0.5432404279708862,2519,81.758058,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2519,LABEL_1,0.5431634187698364,2520,81.758100,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60838 Win=511 Len=0
2520,LABEL_1,0.5433220863342285,2521,81.837123,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2521,LABEL_1,0.5433069467544556,2522,81.847861,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2522,LABEL_1,0.5431594848632812,2523,81.847896,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=60937 Win=511 Len=0
2523,LABEL_1,0.5434789061546326,2524,81.934828,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2524,LABEL_1,0.5435281991958618,2525,81.948948,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2525,LABEL_1,0.5431774854660034,2526,81.948985,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61038 Win=510 Len=0
2526,LABEL_1,0.5430249571800232,2527,82.024954,172.31.254.61,3.164.240.70,TCP,55,[TCP Keep-Alive] 55477  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1
2527,LABEL_1,0.5432770848274231,2528,82.033610,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2528,LABEL_1,0.5432080626487732,2529,82.045849,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2529,LABEL_1,0.5432114601135254,2530,82.045897,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61144 Win=510 Len=0
2530,LABEL_1,0.5433621406555176,2531,82.133499,3.164.240.70,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55477 [ACK] Seq=1 Ack=2 Win=994 Len=0 SLE=1 SRE=2
2531,LABEL_1,0.5433245301246643,2532,82.136907,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2532,LABEL_1,0.5433482527732849,2533,82.148897,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2533,LABEL_1,0.5432006120681763,2534,82.148935,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61251 Win=510 Len=0
2534,LABEL_1,0.542892575263977,2535,82.157483,172.31.254.9,224.0.0.251,MDNS,182,"Standard query response 0x0000 AAAA, cache flush :: A, cache flush 172.31.254.9"
2535,LABEL_1,0.5432961583137512,2536,82.228805,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2536,LABEL_1,0.5432533025741577,2537,82.247058,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2537,LABEL_1,0.5432950854301453,2538,82.247103,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61353 Win=515 Len=0
2538,LABEL_1,0.5432857275009155,2539,82.347721,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2539,LABEL_1,0.5432756543159485,2540,82.363088,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2540,LABEL_1,0.5431953072547913,2541,82.363127,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61452 Win=514 Len=0
2541,LABEL_1,0.5433368682861328,2542,82.460208,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2542,LABEL_1,0.5432489514350891,2543,82.471796,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2543,LABEL_1,0.5431491136550903,2544,82.471824,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3504 Ack=61557 Win=514 Len=0
